transcript5970,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,56,-,T,25-03-2025,-,-,-,-
transcript5970,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,65,-,T,25-03-2025,-,-,-,-
transcript5969,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,56,-,T,25-03-2025,-,-,-,-
transcript5969,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,65,-,T,25-03-2025,-,-,-,-
transcript43122,cbef588d4c3017462fe49b3e2f876d3c,166,MobiDBLite,mobidb-lite,consensus disorder prediction,1,129,-,T,25-03-2025,-,-,-,-
transcript43122,cbef588d4c3017462fe49b3e2f876d3c,166,MobiDBLite,mobidb-lite,consensus disorder prediction,22,33,-,T,25-03-2025,-,-,-,-
transcript43122,cbef588d4c3017462fe49b3e2f876d3c,166,MobiDBLite,mobidb-lite,consensus disorder prediction,34,48,-,T,25-03-2025,-,-,-,-
transcript43122,cbef588d4c3017462fe49b3e2f876d3c,166,MobiDBLite,mobidb-lite,consensus disorder prediction,62,78,-,T,25-03-2025,-,-,-,-
transcript39009,17e16ada3e217c709e60ede471df133c,171,PANTHER,PTHR33157,AUTONOMOUS TRANSPOSABLE ELEMENT EN-1 MOSAIC PROTEIN-RELATED,6,167,9.7E-21,T,25-03-2025,IPR039266,Autonomous transposable element EN-1 mosaic protein,GO:0032196(InterPro),-
transcript39009,17e16ada3e217c709e60ede471df133c,171,MobiDBLite,mobidb-lite,consensus disorder prediction,51,71,-,T,25-03-2025,-,-,-,-
transcript5265,01ee5a27f11372a625da76fb37d484a6,100,Gene3D,G3DSA:2.40.70.10,Acid Proteases,1,67,2.6E-6,T,25-03-2025,IPR021109,Aspartic peptidase domain superfamily,-,-
transcript31585,cab44be8fb2908ed8bc69e5b19ea8c13,78,MobiDBLite,mobidb-lite,consensus disorder prediction,42,53,-,T,25-03-2025,-,-,-,-
transcript31585,cab44be8fb2908ed8bc69e5b19ea8c13,78,MobiDBLite,mobidb-lite,consensus disorder prediction,36,57,-,T,25-03-2025,-,-,-,-
transcript39811,d17516c6788c7e085dee604bda9384c0,137,MobiDBLite,mobidb-lite,consensus disorder prediction,1,71,-,T,25-03-2025,-,-,-,-
transcript39811,d17516c6788c7e085dee604bda9384c0,137,MobiDBLite,mobidb-lite,consensus disorder prediction,49,59,-,T,25-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,PANTHER,PTHR33059,FCS-LIKE ZINC FINGER 5,61,181,1.4E-33,T,25-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,Pfam,PF04570,zinc-finger of the FCS-type, C2-C2,122,171,1.1E-18,T,25-03-2025,IPR007650,Zf-FLZ domain,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,1,115,-,T,25-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,68,78,-,T,25-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,1,26,-,T,25-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,93,106,-,T,25-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,ProSiteProfiles,PS51795,Zinc finger FLZ-type profile.,129,173,23.451694,T,25-03-2025,IPR007650,Zf-FLZ domain,-,-
transcript11539,e3907d60b89c37af903227d24632b2c6,118,MobiDBLite,mobidb-lite,consensus disorder prediction,63,95,-,T,25-03-2025,-,-,-,-
transcript46940,2b53879b7c83e876825728775842f2b3,105,PANTHER,PTHR32170,PROTEASOME ACTIVATOR COMPLEX SUBUNIT 4,2,80,3.9E-18,T,25-03-2025,IPR035309,Proteasome activator complex subunit 4,GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0010499(PANTHER)|GO:0016504(PANTHER)|GO:0016504(InterPro)|GO:0070577(InterPro)|GO:0070577(PANTHER)|GO:0070628(PANTHER)|GO:0070628(InterPro),-
transcript24725,da24e0ca22815605afc13747f91f19a4,159,MobiDBLite,mobidb-lite,consensus disorder prediction,119,136,-,T,25-03-2025,-,-,-,-
transcript24725,da24e0ca22815605afc13747f91f19a4,159,MobiDBLite,mobidb-lite,consensus disorder prediction,20,32,-,T,25-03-2025,-,-,-,-
transcript24725,da24e0ca22815605afc13747f91f19a4,159,MobiDBLite,mobidb-lite,consensus disorder prediction,80,94,-,T,25-03-2025,-,-,-,-
transcript24725,da24e0ca22815605afc13747f91f19a4,159,MobiDBLite,mobidb-lite,consensus disorder prediction,95,105,-,T,25-03-2025,-,-,-,-
transcript24725,da24e0ca22815605afc13747f91f19a4,159,MobiDBLite,mobidb-lite,consensus disorder prediction,67,79,-,T,25-03-2025,-,-,-,-
transcript24725,da24e0ca22815605afc13747f91f19a4,159,MobiDBLite,mobidb-lite,consensus disorder prediction,1,159,-,T,25-03-2025,-,-,-,-
transcript27487,2db70f8fd30ca09beeba6a158b5637e1,81,Pfam,PF00005,ABC transporter,44,79,0.011,T,25-03-2025,IPR003439,ABC transporter-like, ATP-binding domain,GO:0005524(InterPro)|GO:0016887(InterPro),-
transcript27487,2db70f8fd30ca09beeba6a158b5637e1,81,SUPERFAMILY,SSF52540,P-loop containing nucleoside triphosphate hydrolases,2,78,1.13E-10,T,25-03-2025,IPR027417,P-loop containing nucleoside triphosphate hydrolase,-,-
transcript27487,2db70f8fd30ca09beeba6a158b5637e1,81,Gene3D,G3DSA:3.40.50.300,-,1,80,2.6E-11,T,25-03-2025,IPR027417,P-loop containing nucleoside triphosphate hydrolase,-,-
transcript27487,2db70f8fd30ca09beeba6a158b5637e1,81,PANTHER,PTHR19229,ATP-BINDING CASSETTE TRANSPORTER SUBFAMILY A  ABCA,2,78,1.1E-21,T,25-03-2025,IPR026082,ABC transporter A,GO:0005319(PANTHER)|GO:0006869(PANTHER)|GO:0016020(InterPro)|GO:0042626(PANTHER)|GO:0043231(PANTHER)|GO:0055085(InterPro)|GO:0140359(InterPro),-
transcript17089,6f991bb22a42d49e52e925d6100f6986,101,PANTHER,PTHR33116,REVERSE TRANSCRIPTASE ZINC-BINDING DOMAIN-CONTAINING PROTEIN-RELATED-RELATED,2,88,1.3E-9,T,25-03-2025,-,-,-,-
transcript27102,e86ed63c083a0e52546c05c0c822f809,100,PANTHER,PTHR12972,DOWNSTREAM NEIGHBOR OF SON,1,98,3.0E-30,T,25-03-2025,IPR024861,Donson,GO:0005634(PANTHER)|GO:0033260(PANTHER),-
transcript28246,3b6dc6a35f68404f4d3e8338dfe934a6,179,MobiDBLite,mobidb-lite,consensus disorder prediction,63,81,-,T,25-03-2025,-,-,-,-
transcript28246,3b6dc6a35f68404f4d3e8338dfe934a6,179,MobiDBLite,mobidb-lite,consensus disorder prediction,129,139,-,T,25-03-2025,-,-,-,-
transcript28246,3b6dc6a35f68404f4d3e8338dfe934a6,179,MobiDBLite,mobidb-lite,consensus disorder prediction,52,151,-,T,25-03-2025,-,-,-,-
transcript31012,9698c93576b531dc78241546d482d9a7,115,MobiDBLite,mobidb-lite,consensus disorder prediction,25,90,-,T,25-03-2025,-,-,-,-
transcript31012,9698c93576b531dc78241546d482d9a7,115,MobiDBLite,mobidb-lite,consensus disorder prediction,39,58,-,T,25-03-2025,-,-,-,-
transcript31012,9698c93576b531dc78241546d482d9a7,115,MobiDBLite,mobidb-lite,consensus disorder prediction,59,68,-,T,25-03-2025,-,-,-,-
transcript31012,9698c93576b531dc78241546d482d9a7,115,MobiDBLite,mobidb-lite,consensus disorder prediction,77,90,-,T,25-03-2025,-,-,-,-
transcript31012,9698c93576b531dc78241546d482d9a7,115,MobiDBLite,mobidb-lite,consensus disorder prediction,25,38,-,T,25-03-2025,-,-,-,-
transcript55451,7adb12a17b15a8d9875765673e150a8c,92,MobiDBLite,mobidb-lite,consensus disorder prediction,1,20,-,T,25-03-2025,-,-,-,-
transcript55451,7adb12a17b15a8d9875765673e150a8c,92,MobiDBLite,mobidb-lite,consensus disorder prediction,1,12,-,T,25-03-2025,-,-,-,-
transcript1497,5553cc4ec2669f8305644a486791f128,176,MobiDBLite,mobidb-lite,consensus disorder prediction,25,37,-,T,25-03-2025,-,-,-,-
transcript1497,5553cc4ec2669f8305644a486791f128,176,MobiDBLite,mobidb-lite,consensus disorder prediction,25,70,-,T,25-03-2025,-,-,-,-
transcript25559,fee4b6167927e9a646a242e3865613aa,134,MobiDBLite,mobidb-lite,consensus disorder prediction,88,97,-,T,25-03-2025,-,-,-,-
transcript25559,fee4b6167927e9a646a242e3865613aa,134,MobiDBLite,mobidb-lite,consensus disorder prediction,75,97,-,T,25-03-2025,-,-,-,-
transcript25559,fee4b6167927e9a646a242e3865613aa,134,MobiDBLite,mobidb-lite,consensus disorder prediction,1,23,-,T,25-03-2025,-,-,-,-
transcript25559,fee4b6167927e9a646a242e3865613aa,134,MobiDBLite,mobidb-lite,consensus disorder prediction,1,59,-,T,25-03-2025,-,-,-,-
transcript25559,fee4b6167927e9a646a242e3865613aa,134,MobiDBLite,mobidb-lite,consensus disorder prediction,29,44,-,T,25-03-2025,-,-,-,-
