transcript5970,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,56,-,T,21-03-2025,-,-,-,-
transcript5970,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,65,-,T,21-03-2025,-,-,-,-
transcript5969,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,56,-,T,21-03-2025,-,-,-,-
transcript5969,3d8bd28468dbc09e7aeba3296ee72975,82,MobiDBLite,mobidb-lite,consensus disorder prediction,44,65,-,T,21-03-2025,-,-,-,-
transcript39009,17e16ada3e217c709e60ede471df133c,171,PANTHER,PTHR33157,AUTONOMOUS TRANSPOSABLE ELEMENT EN-1 MOSAIC PROTEIN-RELATED,6,167,9.7E-21,T,21-03-2025,IPR039266,Autonomous transposable element EN-1 mosaic protein,GO:0032196(InterPro),-
transcript39009,17e16ada3e217c709e60ede471df133c,171,MobiDBLite,mobidb-lite,consensus disorder prediction,51,71,-,T,21-03-2025,-,-,-,-
transcript20181,4ad5681099f069b770cd406ee46e13f7,111,MobiDBLite,mobidb-lite,consensus disorder prediction,89,111,-,T,21-03-2025,-,-,-,-
transcript20181,4ad5681099f069b770cd406ee46e13f7,111,MobiDBLite,mobidb-lite,consensus disorder prediction,89,99,-,T,21-03-2025,-,-,-,-
transcript39811,d17516c6788c7e085dee604bda9384c0,137,MobiDBLite,mobidb-lite,consensus disorder prediction,1,71,-,T,21-03-2025,-,-,-,-
transcript39811,d17516c6788c7e085dee604bda9384c0,137,MobiDBLite,mobidb-lite,consensus disorder prediction,49,59,-,T,21-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,PANTHER,PTHR33059,FCS-LIKE ZINC FINGER 5,61,181,1.4E-33,T,21-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,Pfam,PF04570,zinc-finger of the FCS-type, C2-C2,122,171,1.1E-18,T,21-03-2025,IPR007650,Zf-FLZ domain,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,1,115,-,T,21-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,68,78,-,T,21-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,1,26,-,T,21-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,MobiDBLite,mobidb-lite,consensus disorder prediction,93,106,-,T,21-03-2025,-,-,-,-
transcript50639,a788334aeff2da90365ad6668574246b,195,ProSiteProfiles,PS51795,Zinc finger FLZ-type profile.,129,173,23.451694,T,21-03-2025,IPR007650,Zf-FLZ domain,-,-
transcript11539,e3907d60b89c37af903227d24632b2c6,118,MobiDBLite,mobidb-lite,consensus disorder prediction,63,95,-,T,21-03-2025,-,-,-,-
transcript19989,00146def42115ce4f11804e4e9927774,82,MobiDBLite,mobidb-lite,consensus disorder prediction,1,82,-,T,21-03-2025,-,-,-,-
transcript19989,00146def42115ce4f11804e4e9927774,82,MobiDBLite,mobidb-lite,consensus disorder prediction,7,16,-,T,21-03-2025,-,-,-,-
transcript19989,00146def42115ce4f11804e4e9927774,82,MobiDBLite,mobidb-lite,consensus disorder prediction,45,55,-,T,21-03-2025,-,-,-,-
transcript19989,00146def42115ce4f11804e4e9927774,82,MobiDBLite,mobidb-lite,consensus disorder prediction,33,44,-,T,21-03-2025,-,-,-,-
transcript19989,00146def42115ce4f11804e4e9927774,82,MobiDBLite,mobidb-lite,consensus disorder prediction,71,82,-,T,21-03-2025,-,-,-,-
